Score,ID,Text
2,846,All Blacks! #rwc2015 @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/xfmMhhtv0n
2,192,Rugby World Cup opening ceremony. Might be there. Come on England! _ôè__ôè__ôèÊ @äó_ https://t.co/n0fSfhRbuJ
-2,234,Rugby World Cup SA vs USA #rwc2015 #namibiansabroad @ Queen Elizabeth Olympic Stadium https://t.co/nA4seCj0rB
1,431,A little bit of #everythingeverything on a Wednesday eve for The Rugby World Cup opening partyäó_ https://t.co/4MMmGlIcj7
2,383,Capturing some of the Rugby World Cup action at Twickenham Stadium #rwc2015 #engvwal @ Twickenhamäó_ https://t.co/gmUtdnCeyg
0,537,Unforgettable night at the opening game of the rugby World Cup with the old man #EngVsFijiäó_ https://t.co/jnOAbHquA9
1,708,I am watching Rugby World Cup 2015 (@ Shakespeare's Head (Wetherspoon) in Holborn  Greater London) https://t.co/jZrgmJigLy
2,1074,Watching the Rugby World Cup Final in #trafalgarsquare #rwc2015 @ Trafalgar Square City ofäó_ https://t.co/4p9Pqgz7o3
-1,182,Rugby World Cup on the big screens in the showroom. #winning @ Audi City London https://t.co/e11qanZ8ql
-2,315,Brett Gosper pensiero @ 2015 Rugby World Cup - Final - New Zealand v Australia https://t.co/fNlGEDnvmE
1,1174,Thanks BA for having the Rugby World Cup on in The Lounge! @ The British Airways Galleries Club Lounge https://t.co/dx6pqSMhBj
2,403,A great spot to watch the Rugby World Cup today gentlemen - where are you tuning in?  worldrugbyäó_ https://t.co/QtZDhFBPcM
2,953,#rwc2015 @ #theamex is a go! #RSA #JPN @ Rugby World Cup South Africa vs Japan https://t.co/1JshyiFNjh
2,673,It is unusual to be... Oh to be handed your new rugby world cup shirts by sir #Welshman #SirTomJones
2,492,The legacy...as I wait for the others...just absorbing the chills @ Rugby World Cup Olympic Stadiumäó_ https://t.co/8kFucv8EK3
2,484,How's your Nkosi Sikelele....cheers 'boet'. Thanks Carts for the tickets. @ Rugby World Cup Olympicäó_ https://t.co/eRfU4V21iv
1,218,We still have dates available for our B&B during the rugby world cup. #rugbyworldcup #richmond #kew
2,222,Gearing up for #Australia Vs #England Rugby World Cup game in #London. #rwc2015 #wallabiesäó_ https://t.co/G02NEjYLN9
2,520,Rugby World Cup final! Go Australia! _ôˆ__ôˆ__ôè__ôˆ__ôˆË (@ The Draft House - Seething - @drafthousesl) https://t.co/X15FcI3ovh
2,162,Five minutes into Twickenham and chill and she like @ Rugby World Cup Opening Ceremony https://t.co/Men1FFMMbp
2,521,After last night's devastating loss in the Rugby World Cup  I thought I'd treat myself this afternoonäó_ https://t.co/P7nVCKc5ma
-1,907,Ireland to win the rugby world cup _ôè__ôÍÈ #rugbyworldcup #rugbyworldcup2015 #twickenham #uni #universityäó_ https://t.co/yWjszP7e8Y
0,99,Awesome day out @evolveestates _ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ«_ôÍ« @ Twickenham Stadium Rugby World Cup Final https://t.co/w509yjwUe3
1,326,Japan vs South Africa. #rwc2015 @ Rugby World Cup South Africa vs Japan https://t.co/2tBrYEo8iI
1,560,Rugby World Cup 2015 - Semi Final - All Blacks v South Africa @ Twickenham Stadium https://t.co/ZcmgmCInwQ
0,383,Match 12 Rugby World Cup #rugbyworldcup2015 #rwc2015 #olympicstadium #newzealand #namibia #NZLvNAMäó_ https://t.co/PUlYA9taAB
0,927,So excited!! Welcome to the start of the #Rugby #World #Cup #2015 Thats how it's done #Corbyn Amazingäó_ https://t.co/rL8BMl3oMU
2,56,Tonight is the night! _ôïè_ôèé_ôè_ #RWC #RSAvsARG   #rugbyworldcup #rugby #world #cup #bronzefinaläó_ https://t.co/H25kSoAhyg
-2,646,Rugby World Cup Japan v South Africa  Brighton FanZone #RWC 2015 http://t.co/v4xR57YjF9
2,163,Brilliant performance last night from this man. So great that the rugby World Cup is underway.äó_ https://t.co/Yg0z381SiR
2,592,Another day in the office... Rugby World Cup Day 2 View from the balcony #Rugbyworldcup2015äó_ https://t.co/2d7n30fOJq
-1,18,Game 3 France v Romania! Rugby World Cup 2015! Boom_ôè__ôï__ôèé @ Olympic Stadium Stratford https://t.co/vacxrL45SM
2,713,ex-2nd row in the 402nd row _ôçó #rwc2015 #irelandvsromania #travelgram @ Wembley Stadium Rugby World Cup https://t.co/x7GoYm69QX
1,27,London Rugby World Cup. Viva England! #rugby#rugbyworldcup2015 #twickenhamstadium #sport @ Twickenhamäó_ https://t.co/3lWIk9NcUK
2,641,A privilege to see the Webb Ellis Rugby World Cup. #rwc2015 #readyfortheworldcup #englandrugbyäó_ https://t.co/OS4ZUofCjn
2,30,Wembley #rugbyworldcup @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/PAa90XwnSh
2,563,Excited about Friday? So are we!!! Come and watch the Rugby World Cup 2015 with us! #RugbyWorldCup #RWC15 http://t.co/PTQNkhud5M
2,897,Rugby World Cup at Wembley today New Zealand vs Argentina @ Wembley Stadium https://t.co/DZRtSN5FUL
2,505,What! the rugby World Cup is still on  thought it finished last weekend _ôÖ‰ #RugbyWorldCup #lancasterout
2,314,Scrum #rwc2015 @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/rVoibseqR3
0,936,Watching SA v NZ this rugby World Cup is going to spectacular. (@ The Sun Inn in Richmond  Surrey) https://t.co/DYl1WyKJEM
-1,531,Hereäó»s how to get the rugby world cup scores on the Tube http://t.co/hBqptlWIAz #London http://t.co/nlUPPEAMCL
1,473,Next time this vehicle is seen  its going to be in the welcoming ceremony of the rugby world cup äó_ https://t.co/rLG5dyPOTo
0,326,Cant wait for the rugby world cup this september. It is finally arrived.  #rwc2015 #allblacks @äó_ https://t.co/6R2aYG5IX5
-2,205,Highlights of past Rugby World Cup! #rugbyunion #rugbyworldcup2015 #rwc2015 #allblacks #guinness @äó_ https://t.co/MlXxiKhaef
0,434,Amex getting ready for its role at the Rugby World Cup. @ The Amex Community Stadium https://t.co/WBx3Lw3Z5Z
1,406,Lush. Heres to Rugby World Cup. - Drinking a Fellowship by @redemptionbrew at @eustontap  äóî http://t.co/lCFaolir7F
2,14,New Zealand v Namibi #rugbyworldcup @ Rugby World Cup Olympic Stadium Newäó_ https://t.co/pFI2o1RfaX
-2,438,#COYBIG #IREvITA #RWC2015 @ Rugby World Cup Olympic Stadium New Zealand väó_ https://t.co/7immu200iO
-2,691,Our first entry for our Rugby World Cup competition for #businesses. Remember to tweet us youräó_ https://t.co/wWcjfciIXW
1,397,If you didn't see Japan vs South Africa in the Rugby World Cup yesterday then we urge you to watchäó_ https://t.co/jn0lzIWGg1
2,60,Arrived....ready to catch some Rugby World Cup (@ London @HeathrowAirport (LHR) in Hounslow  London) https://t.co/wE4551KfBN
-2,197,Rugby World Cup 2015!! Match #3 & Best One yet: ENGLAND vs. Wales!!! COMEäó_ https://t.co/CxJUS6YZZj
-1,43,As close to the Rugby World Cup as I'll ever get... #RWC @ Hyde Park  London https://t.co/yBLP4wuRuv
2,302,With our all time favourite peeps at the Rugby World Cup #rwc2015 #FRAvITA @ Twickenham Stadium https://t.co/YaYJQJbiIW
0,1018,NZL vs. AUS | Rugby World Cup Final 2015 #rugbyworldcup2015 #rugbyworldcup #nzlvaus #sunchasersldnäó_ https://t.co/uiPrPyhI7U
2,178,South Africa vs USA | Rugby World Cup 2015 | Olympic Stadium _ôè__ôèÊ tokiw4rtooth with you could be hereäó_ https://t.co/Y9rcUB0dMq
2,96,Con el mejor! @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/XtxMD8AM1G
0,856,_ôˆå_ôˆ__ôˆå_ôˆ__ôˆå_ôˆ_ Rugby World Cup starting tonight and I'm proper excited #ComeOnEngland _ôˆå_ôˆ__ôˆå_ôˆ__ôˆå_ôˆ_
0,525,In honor of Rugby World Cup 2015 starting in England today _ôèÊ_ôˆå_ôˆ_ #rugbyworldcup2015 worldrugbyäó_ https://t.co/IlsSGD1g47
0,493,CHEERS MATE _ôçé The Final of The  Rugby World Cup 2015 _ôè__ôè_  _ôˆ__ôˆËNZL v AUS_ôˆ__ôˆ_  #itsyourcall  @allblacksäó_ https://t.co/XXNQRrJLpd
1,397,Rugby World Cup everywhere! Well done  Japan!! Ü€ïÜ€_Ü‰‰Ü€©Ü‰ÁÜ€ñÜ€_Ü€¿Ü€_Ü€‚Ü€_Ü‰‚Ü€€Ü€„ÜÅæÜ‰_ÜÅïÜÅ£¥_Å_ôÖç_ôçé_ôÍ´ #victory #japanäó_ https://t.co/y5d7dL6J3H
2,236,Result of watching the @wallabies at 3am!! #pearshaped @ Twickenham Stadium Rugby World Cup Final https://t.co/sU4paMLjON
2,525,Mexican Wave at SA v USA World Cup Rugby @ Queen Elizabeth Olympic Stadium https://t.co/tMRMgP1Rrr
2,438,Great morning yesterday at The Stoop with the Rugby World Cup Trophy Tour  even got to hold a Worldäó_ https://t.co/jzdRjQWBUj
2,223,The closest a #French man will come to the #rugby World Cup !! .. _ôè__ôèÊ Good Morning ! _ôÖÖ Eric Xäó_ https://t.co/V7TJvwETRo
1,524,Just posted a photo @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/fXAC3y4oq2
1,426,Wasps aim to prove post-World Cup that attacking  aggressive rugby is the future https://t.co/r5GQ4nZ2tG inewsphoto https://t.co/YQz1qrSmR3
-1,382,Rugby World Cup Opening Ceremony 2015! _ô__ ENGLAND vs FIJI _ôë__ôë__ôë__ôë_ Proud of our country @englandrugby _ô»ëäó_ https://t.co/fEEMXegEWu
2,697,#weaveon #worldcup #argentina @ Rugby World Cup 2015 Bronze Final - South Africa v Argentina https://t.co/1ty54hVy1r
1,168,Thanks to @dzignapparel @dartfactory you can get into the rugby World Cup sprite. Support your teamäó_ https://t.co/W7xg4e6oUE
0,157,The table settings at the Rugby World Cup Themed Summer Ball on Saturday! #summerball #rugbyworldcupäó_ https://t.co/WZU4aaoRi9
2,796,Great Night at The Rugby World Cup tonight with the Grandad. #RugbyWorldCup #RWC2015 #NZ #NAM http://t.co/hVkXiMBZ3Y
1,447,The Parachute Regiment deliver the World Cup before an evening of fun and games @ Colchester Rugby Club https://t.co/fxB3bPWqO9
0,129,Some of the performers from tonight's Friday Night is Music Night - Rugby World Cup theme. Amazingäó_ https://t.co/rQnItHnZgF
1,808,Vamos Pumas #spanish #socultured #RWC2015 #RSAvsARG #comeback @rabrown99 @ Rugby World Cup 2015äó_ https://t.co/eMK9wGEpEJ
2,678,#haka once in a lifetime experience. Not possible without @Jaimeplant _ôï__ô»è_ôè_ @ Rugby World Cup Olympicäó_ https://t.co/mZt3Qa611U
-2,590,#rwc2015 #ruggers #olympicstadium #eggchasers #ldn #arg #sa @ Rugby World Cup 2015 Bronze Final -äó_ https://t.co/lrjjLww71X
2,83,Red arrows over Twickenham for the rugby world cup final #redarrows #rwc2015  #rwcfinal @ Twickenhamäó_ https://t.co/6HuL7AzGKr
1,272,Scotland know that the Rugby World Cup isn't an actual wooden spoon right? #RWC2015 #AUSvSCO
2,219,Introducing our beercaddy x4 as seen at Rugby World Cup Fan Zone. Amazing concept which is perfectäó_ https://t.co/jPNX4IC7t4
0,845,Richmond fanzone experience. Ireland is ready to open the score against Italy @ Rugby world cup 2015äó_ https://t.co/ks93N6Ivz5
1,629,The most capped Rugby World Cup player of all time with two ransoms. @ The Olympic Park  London https://t.co/GLTXpisXTQ
1,512,Rugby World Cup? Never heard of it #NFLUK #GoDolphins #London _ôˆ__ôˆŸ_ôè__ôêå @ Wembley Stadium https://t.co/EsYs9674lC
2,485,(Bit late) Rugby World Cup  only game we got tickets in the ballot for! #FraRou #RWC2015äó_ https://t.co/37CC0N4NC1
2,874,Amazing Rugby World Cup  best moment/s  enjoying the tournament with my son @rugbyworldcup #ThisIsRugby
-1,73,LIVE äó¢ Rugby World Cup 2015 || Today Argentina vs New Zealand _ôè__ôè__ôè_ @unionargentina #rugbyplayersäó_ https://t.co/wKfvq74tbW
1,664,Go pumas! Rugby World Cup semi final. (@ The Prince @BonaparteW2 in London  Greater London) https://t.co/f8SkV13LDX
0,546,At Wembley yesterday to watch Ireland bate Romania in the Rugby World Cup. 89 000 people for a pooläó_ https://t.co/8J9HmZtxar
-2,516,@Nigelrefowens @rugbyworldcup but still not as good as the original Rugby (league) World Cup lol #rugbyleague
2,430,Pity about the result but great day out in #brighton #bokke #rugbyworldcup @ Rugby World Cup Southäó_ https://t.co/9gyH3nj86i
2,731,South Africa vs Argentina - Rugby World Cup 2015 #rwc2015 @ Queen Elizabeth Olympic Stadium https://t.co/WiicbppeAX
2,119,Getting in the spirit _ôçé_ôçé #VSCOcam #rwc #brighton @ Rugby World Cup South Africa vs Japan https://t.co/pKbzXQW37k
-1,61,Today is all about the big city - Trafalgar Square for Rugby World Cup Zone. Another 1st for Teamäó_ https://t.co/gTO4piTQYR
1,212,London looking so pretty joining in with the Rugby World Cup _ôïë #NZvsAus #rwc2015 #rwcfinal @ Theäó_ https://t.co/f7Vcl3Burt
-1,211,Boks vs USA  #ssrugby #rugbyworldcup2015 #homegroundadvantage @ Rugby World Cup Olympic Stadium Newäó_ https://t.co/iyGJ85v5xl
0,576,#argentina #rugbyunion #worldcup @ Rugby World Cup 2015 Bronze Final - South Africa v Argentina https://t.co/PojwP5eBlv
-2,204,Rugby World Cup Bronze Final #BronzeIsBetterThanGoldRight (@ Olympic Stadium in Stratford  Greater London) https://t.co/ZZjvbuyikm
1,61,VIDEO: Rugby World Cup: Digital referee Hawk-Eye http://t.co/KwCWYpPEDp #business #marketing
0,517,The Parliamentary teams gather before the second round of World Cup games @ Richmond Rugby Club https://t.co/uylg7iX4RU
0,529,Simply the best sight ever #england #bringithomeboys #weartherose_ôë_ #openingceremony @ Rugby World Cupäó_ https://t.co/n4DHO99gEc
-1,677,Tonight is the night _ôïè_ôèé_ôè_ #RWC #RSAvsARG   #rugby #world #cup #rugbyworldcup #bronzefinal #southafricaäó_ https://t.co/xcm9Nn0O86
-2,240,The Rugby World Cup starts tomorrow!!! Join us for food and drinks on your way to the match  or comeäó_ https://t.co/pCclNcxpfd
2,314,Hackney RFCäó»s profile flourishes in build up to Rugby World Cup http://t.co/KUtTkQUEoP #London http://t.co/E8SqWclxVr
1,329,My eyes are too puffy and jet lagged to be around the rugby World Cup right now. #sunglasses
-1,440,Not a bad final score _ôˆË_ôˆ_64 v 0_ôˆ__ôˆŸ #homegroundadvantage @ Rugby World Cup Olympic Stadium New Zealand väó_ https://t.co/MvI68HkKpQ
1,158,Little man enjoying rugby munchkins.....should have let them play in the world cup  we may actuallyäó_ https://t.co/vxxxxQ2nyw
1,371,Well it was a weekend of firsts for me. On Sunday I went to my first Rugby World Cup Match.  Manyäó_ https://t.co/OmSZWBcQRT
0,12,Prince Harry of Wales Sighting: London  United Kingdom/ Rugby World Cup http://t.co/DxSkOEWMib
2,454,Rugby World Cup final. Up the All Blacks #rwc2015 #twickenham #view #80minutes #champions #lucky @äó_ https://t.co/aOBVzvEIjW
1,39,Rugby World Cup Final. Champions New Zealand. worldrugby @englandrugby @allblacks #Championsäó_ https://t.co/QWBMvHXRUK
2,396,#Rugby World Cup #London 2015. Lucky to flee by this morning #TwickenhamStadium birds eye view.äó_ https://t.co/4iO3oxacJD
1,2,Tonight is the night _ôïè_ôèé_ôè_ #RWC #RSAvsARG  #rugbyworldcup #rugby #world #cup #southafrica #argentinaäó_ https://t.co/MCi5DrTqvk
-2,741,Tonight's Office: Twickenham. Shooting a mixture of Timelapse styles for tomorrow's Rugby World Cupäó_ https://t.co/MtVVatgPIg
2,310,Craft beer  awesome meat and World Cup rugby. I couldn't be much more spoilt... (@ One Sixty) https://t.co/6cmgXw23gg
2,25,Official baes of the rugby world cup #RWC2015 @ Queen Elizabeth Park  Olympic Stadium https://t.co/k7bhSp3vEx
2,601,#southafrica v #usa ##rugbyworldcup2015 #olympicstadium @ Rugby World Cup Olympic Stadium New Zealandäó_ https://t.co/NNtKFW5CwI
1,379,#Repost @thetowerldn Ü€éÜ€éÜ€é Head over to Xi bar to watch the opening ceremony of the Rugby World Cup.äó_ https://t.co/9PC4sQUpFL
-1,106,Getting ready for the Semi Finals of the Rugby World Cup #Twickenham #RWC2015 @ Twickenham Stadium https://t.co/aCk80HGlH3
2,563,Rugby World Cup uniform is actually quite nice... Not long till KO äÖ_¥Ÿè #ThePack #rugbyworldcup
2,369,Watching Rugby World Cup with John and Rach! (@ The Crown in Covent Garden  Greater London) https://t.co/km74pu5rmb https://t.co/8ES3z5NgZw
1,133,RSA vs USA #reeps #rwc2015 @ Rugby World Cup Olympic Stadium New Zealandäó_ https://t.co/i6ZzqSiBqd
2,82,Watching the Springbok! #RWC _ôˆË_ôˆ_ @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/lo9FzZ9uN3
2,62,Only 3 more sleeps till England kick off the Rugby World Cup.  I just happened to bump into this chapäó_ https://t.co/3uY9vJ6grD
1,646,Aghh! We are going to the rugby world cup quarter final this weekend. South Africa-Wales!!!! :-) :-)äó_ https://t.co/YRzQTFv9Cw
2,246,The #LondonEye  complete with Rugby World Cup team-themed capsules  taken by snowflakesfairy. Behindäó_ https://t.co/IPQJHHZuyM
2,302,#Heineken launched the Rugby World Cup in style. Projection porn. #ItsYourCall @ Somerset House https://t.co/WcJeuIDERK
-1,27,We have made Time Outs best places to watch the Rugby World Cup in London! http://t.co/bZNuypZA5Z
0,487,Not bad seats for the Rugby World Cup Final_ôè__ôèÊ #RWC2015 #AUSvNZ #Wallabies #AllBlacks @ Twickenhamäó_ https://t.co/78k08xMeR1
-2,331,Rugby World Cup Final ref doing a good job keeping those boys in line. Go on All Blacks.
2,545,handrepollard tackles Luke Charteris during the Rugby World Cup 2015 quarter-final match betweenäó_ https://t.co/haXyW1999I
2,638,Ya fue  estamos en londres @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/gd8qg7kapQ
2,249,"""""Rugby World Cup: Australia's Michael Hooper cited - BBC Sport"""""""" #feedly http://t.co/F4pPU1tfb1"""""""
0,542,Summary of England's rugby supporters during the World Cup. Lol #rugbyworldcup #rwc2015 @ Tabard Theatre https://t.co/nMnau03hfP
2,36,As far as rugby World Cup day attire goes  this is excellent _ôÍ¿_ôè_ #RugbyPug #Namibia #TatsTatsTatsäó_ https://t.co/o5BTax5nOj
1,496,3rd Rugby World Cup final out of the last 4 with this guy calmcca. Much shorter commute this timeäó_ https://t.co/HU3NPWWjri
2,651,Winkworth Barnes supporting the Rugby World Cup ! #RWC2015 @barnestoday @BarnesCommAssoc @BVBugle http://t.co/F9hoT9pWOq
-2,160,Rugby World cup England2015  England 13 -Australia 33  Australia saca de su mundial a Inglaterra conäó_ https://t.co/NsICGLYYSD
0,290,Wembley Stadium setting up for The Rugby World Cup. @ Wembley Park London Underground Station https://t.co/QKZzyLPVDd
-2,557,Coat & Badge doing things right! Rugby World Cup - Bring it onnnnn!! #RWC2015 #carrythemhomeäó_ https://t.co/sudMpBu8Qa
0,57,Winning #japan #selfie when history was made! @ Rugby World Cup South Africa vs Japan https://t.co/2qu1OgrDL5
0,85,USA vs South Africa @ Olympic Stadium in London - Rugby World Cup #rugbyworldcup #RWC2015äó_ https://t.co/OqRFYjZR0Y
0,159,Rugby World Cup in my leaving room. Great performance from France and Canada.. When the Avengers meetäó_ https://t.co/beXQErEVHZ
-1,209,We are getting ready for our Halloween Party 31st OCT    Rugby World Cup Final Halloween PARTYäó_ https://t.co/kICZ4rUZYL
0,870,Transport chaos engulfs Rugby World Cup after accident and overcrowding http://t.co/dRYwpNq9jg #London http://t.co/ITbC3zoUAF
2,560,The Rugby World Cup ref making digital decisions with #Hawkeye #rwc2015 #rugbyunited http://t.co/dPjufTpkQO
2,515,Let's hope England's rugby boys will get as close to the World Cup as @Ruth_Sullivan1 and I have http://t.co/vtEPipjuPu
1,399,South Africa Vs USA _ôçé_ôè_ @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/oBdOEiEa0x
-1,140,The day is here... THE RUGBY WORLD CUP FINAL 2015 _ôë__ôè_ at Twickenham Stadium! The sun is shining andäó_ https://t.co/EZMfjV2Ke4
0,320,A comfortable win to start the world cup _ôÖó Allez la France _ôè_ #France #rwc2015 #rugby #fravsitaäó_ https://t.co/RSlkBKmCve
0,437,Live today Rugby World cup final
2,3,Arrived at the fanzone great atmosphere-ireland struggling! (@ Rugby World Cup Fanzone) https://t.co/cFudtm4gJL http://t.co/OQyyWYBcpX
0,261,The rugby World Cup nations flags on the London Eye #rugbyworldcup2015 @ The Official London Eye https://t.co/51dtfwryIH
2,336,@allblacks v Namibia #nzlvnam #rugbyworldcup #olympicstadium _ôÖ_ @ Rugby World Cup Olympic Stadium Newäó_ https://t.co/aLya7vVZXu
-1,1186,Yeah! The Rugby World Cup has begun _ôè__ôè__ôè_ We learn the basic rules of the scrum with _ôï_Taragí_i.äó_ https://t.co/iZquFzgwd8
2,726,Twickenham Stadium starting to look Rugby World Cup ready! #rwc2015 #Twickenham #6daystogo @äó_ https://t.co/udw3VutPGN
2,44,Only 10 days to go until the Rugby World Cup kicks off!!! Book your seats now for first game #Englandäó_ https://t.co/7XXX65QVqt
1,87,#rwc2015 #final some volunteers from #sandypark #exeter @ Twickenham Stadium Rugby World Cup Final https://t.co/NhlfyAJafc
0,807,Haka Time #rwc2015 @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/2xiDXCWPtJ
2,479,Rugby World Cup 3rd Place Playoff _ôè_ #RugbyWorldCup #SAvARG @ Queen Elizabeth Olympic Park https://t.co/gJliOmv5le
2,30,Great time at the rugby World Cup tonight. Sad ending for the England fans. http://t.co/NKpFwlMcgj
0,106,France v Romania in the rugby World Cup with Nicky. (@ Queen Elizabeth Olympic Park) https://t.co/O4HOy1WExQ http://t.co/hYd265cP0j
2,557,Wine tasting for the rugby World Cup. Some yum  some more like sarsons. Either way  recommended! @äó_ https://t.co/bAnVeGjs5s
1,104,#RWC2015 #NZLvNAM #OlympicStadium @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/H0CpXIlGmV
2,949,Watching Australia vs England - Rugby World Cup. Come on Aussies. (@ Redingensians in Reading  Berkshire) https://t.co/oa9PLXFHPz
0,635,Rugby World Cup Performance 2015 #sgwexperience #rwc2015 #amckdance _ô_Ö_ôè_äìÂ_ôÍ¿ @ Twickenham Rugy Stadium https://t.co/080Scm5dSe
1,774,Great day of Rugby World Cup volunteer training at Twickenham! _ôÖÊ_ôè_ #RWC2015 #Twickenham #ThePackäó_ https://t.co/YNxPfJGCTb
1,490,Rugby World Cup record for favs getting turned over? SA  Tonga  Samoa  England (twice).
2,593,Made it to here #rwc2015 #ausvsnz rugby world cup final fanzone @ Old Deer Park https://t.co/qTQdtGURsN
1,122,Just posted a photo @ Rugby World Cup Olympic Stadium South Africa V USA https://t.co/O6xpyGxriW
0,10,Rugby World Cup 2015: Travel guide from Essex to Twickenham http://t.co/NGof7AweHg #Maldon #Essex http://t.co/i1OavGpV29
-2,319,Happy Birthday Captain @jncudmore ! #JamieCudmore  a legend in this world cup _ôˆÂ_ôˆ__ôè_ #Respect #Rugbyäó_ https://t.co/dwuHuy6eDt
-1,438,It's raining tries #RWC2015 _ôˆË_ôˆ_ v _ôˆ__ôˆŸ @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/xYKZSMSmyP
2,642,Rugby World Cup fever has hit the capital. Even the London Eye is joining the party!äó_ https://t.co/FZ0GArl0gJ
2,377,England Rugby World Cup - Twickenham  Stadium #twickenham #rwc2015 #london #worldcup @ Twickenhamäó_ https://t.co/nk1VgTPCJJ
1,578,Congratulations to All Blacks for winning this year's Rugby World Cup! Thank you Conrad Smith  Danäó_ https://t.co/rqooDqkkVC
2,943,Ready for the Rugby World Cup!! They may not be playing til tomorrow  but always representing theäó_ https://t.co/AOPWhlJXuB
2,282,South Africa vs USA @ Rugby World Cup Olympic Stadium South Africa V USA https://t.co/26pZ2dI3Cy
0,395,#Repost @thetowerldn Ü€éÜ€éÜ€é Head over to Xi bar to watch the opening ceremony of the Rugby World Cup.äó_ https://t.co/rDhXYE4x8G
2,36,USA all the way. @usarugby @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/0hR6pMOJjK
-1,233,#Repost @boxlessbooths with repostapp Ü€éÜ€éÜ€é @boxlessbooths had fans at the Rugby World Cup final eventäó_ https://t.co/qP57jtndpq
0,427,We're getting just a little bit excited about the Rugby World Cup at the Old Police Stationäó_ https://t.co/9dRYBYBFnz
-1,583,There's just 1 day to go until the rugby World Cup begins!! Good luck to England and Fiji in theäó_ https://t.co/M3LlGls43y
0,491,#rwc2015 #allblackeverything #nzlvnam #familyselfie @ Rugby World Cup Olympic Stadium New Zealand väó_ https://t.co/OQkjEYaLat
0,101,#Repost rugbyworldcup.2015 The first game of the rugby World Cup will be ENG v FJI at Twickenhamäó_ https://t.co/coWBB08ofp
0,15,#Repost rugbyworldcup.2015 The first game of the rugby World Cup will be ENG v FJI at Twickenhamäó_ https://t.co/qwi1YqS259
-1,102,Rugby World Cup _ôè_ _ôˆ__ôˆŸVS _ôˆË_ôˆ_ @bokrugby worldrugby @usarugby @ Queen Elizabeth Olympic Park https://t.co/i1JWIqIKiW
1,421,#rwc2015 #jpn34vsrsa32 Best rugby world cup game ever! Thanks Japan   theäó_ https://t.co/HsDlWjUVsb
2,550,Bloody splendid start to the weekend with this old chap watching the start of the Rugby World Cup.äó_ https://t.co/ScULByGJNi
2,429,Game One. Game On.  #WearTheRose #englandrugby #RWC2015 #TheWorldInUnion @ Rugby World Cup Openingäó_ https://t.co/jD5KluZ615
1,620,Short video of my opening weekend shooting at the Rugby World Cup  more to come! #brandonfoto #sportsäó_ https://t.co/va5x1Hv9Ey
2,502,Normal day in London  hanging out and playing rugby with a World Cup winner in Trafalgar Square.äó_ https://t.co/sPUqVDcCrZ
0,621,Short video of my opening weekend shooting at the Rugby World Cup  more to come! #brandonfoto #sportsäó_ https://t.co/ZvAWLqfGdg
0,128,Nearly kick off #rwc2015 @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/TjaNxVdew2
2,552,Was at my 3rd Rugby World Cup game on Thursday watching New Zealand vs Namibia and now today it'säó_ https://t.co/PEaOQzZ13d
1,579,After being so uninterested in rugby all my life I'm actually gutted the World Cup is over! Really got into it now. Bring on the 6 nations _ôè_
2,27,Combined house hunting in Greenwich with a little World Cup rugby watching! (@ The Slug and Lettuce - @sluglettuce) https://t.co/DsJL0CEvsn
0,470,RedArrows at RWC Final. #rwc #rwc2015 #redarrows @ Twickenham Stadium Rugby World Cup Final https://t.co/aOT8xp5Ib3
0,579,Romantic World Cup #RWC #rwc2015 _ôÍç#Repost @rugby_updates15  Romania rugby player Florin Surugiuäó_ https://t.co/7FMz2lGhpF
0,343,Watching rugby World Cup. It's nice actually. But Ireland lost :( (@ Stanborough Centre in Watford  Hertfordshire) https://t.co/Gx1DtQh0Br
-1,17,Live from Twickenham on @AJEnglish at 45 past with @JoGasiorowska as #AllBlacks make history by retaining the rugby World Cup.
1,111,Another day another World Cup rugby match!  Twickenham this time. c'mon England http://t.co/7kbzVCCGq9
2,708,Winning back to back! All Blacks are this year's Rugby World Cup Champion! That last Try wasäó_ https://t.co/TKAndP8LQ6
2,316,My go to beer this Rugby World Cup since I picked up 15 from B&M! - Drinking a Citra @ Clayfish Manor - http://t.co/gDr5iS6WI3
2,548,#rsavusa stopped raining as well @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/DSBVD3z8eF
0,35,Spot of World Cup rugby after work. 15 minute walk back to the flat afterwards. Lovely. #FRAvROMäó_ https://t.co/LhTvtqfbj5
