Score,Rank,Text
1,396,Enjoying the fireworks :) @ Upchurch Fireworks https://t.co/GGKCFhO2qS
-2,397,@bernieforkin @sp1305 have the fireworks been bad? Could she be hiding? Hope it works out x.
2,397,Obligatory fireworks photo! #fireworks #stalbansfireworks @ Verulum Park https://t.co/kd8oQQlkzI
0,401,Me and my beauts _Ÿ˜˜_Ÿ˜˜ @ Barking Park Fireworks https://t.co/MbnfkVYIu4
1,401,Watching the fireworks and now off to the funfaor @ LBL Blackheath Fireworks https://t.co/YL0wCYmtlw
-1,402,#bonfirenight #fireworks #londonlife #westlondon #christmaslights #countdowntochristmasâ€_ https://t.co/yVehqvGaeb
-2,402,Day 68/100 of #the100DayProject #100DaysofJapaneseLettering #hanabi #è_±çÅ«  are #fireworks and are atâ€_ https://t.co/CH5OZIMw0g
1,402,Fab time at the fireworks despite the parking! #fireworks #bonfire #bog @ Fireworks @ Four Ashes https://t.co/BAb5xms6fc
1,403,#littlehampton #fireworks #bonfirenight #halloween @ Littlehampton Bonfiire & Fireworks https://t.co/1kS9DsFRwW
0,404,Mossters at the fireworks! @ Marsh Farm https://t.co/egasYN1qNd
1,405,Fireworks _Ÿ˜ç_Ÿ’¥_Ÿ_†_Ÿ_‰ @ Sevenoaks School https://t.co/EBfonSleP6
1,406,Bang bang  #fireworks #victoriapark #bang @ Victoria Park https://t.co/ocUQSHtqzr
1,409,#fireworks #Chiswick #now @ Duke of York Chiswick https://t.co/DD3fgcGI8u
1,409,Fireworks over London @ Alexandra Palace https://t.co/yQqm9iUoGj
0,410,Round-up: Fireworks and Bonfire Night events https://t.co/QhU2sJlB7Y #StAlbans #Harpenden https://t.co/QPsyZQ1JpO
2,411,Shiny! @libertywilson @ Wimbledon Park Fireworks https://t.co/RmfDzLXpKz
1,412,St Albans fireworks _Ÿ_† @ Verulamium Roman Town  St. Albans https://t.co/nWQFQ03tov
2,413,#fireworks #fireworksnight #victoriapark #bonfirenight @ Victoria Park https://t.co/W5loL8nidY
1,413,Sparklers  fireworks and marshmallows #diy at home @ Fulham https://t.co/ogMtu331YG
0,415,Great evening at Battersea Fireworks show #BatterseaParkFireworks @â€_ https://t.co/c1AbOrUFHG
1,416,Let the fireworks begin #guyfalks @ Leytonstone https://t.co/RiLKs576YY
2,417,Fireworks night @ Wentworth Golf Club https://t.co/vwhWCJPqev
2,419,#Fireworks! @ Fireworks Ealing Cricket Club https://t.co/Bl1y61iN0e
-2,419,â€œ@ThaStonerNation: Watching the fireworks high af like... http://t.co/oTUkHqmEHjâ€ù @Tarun_Purewal _Ÿ˜‚_Ÿ˜‚
0,421,Epic fireworks! #fireworks #harlequinwatford #2015 #christmas @ Harlequin Shopping Centre https://t.co/j1VlERLpgs
1,421,Fireworks tonight _Ÿ_†
1,422,Blackheath fireworks ^-^ @ Blackheath  London https://t.co/VhhNa80Ydc
2,423,My heartbeat having fun _Ÿ’«_ŸŒŸ_Ÿ’œ @ Wimbledon Park Fireworks https://t.co/OTG4R4YN4G
2,423,This is how we do. #fireworks #blackheath #greenwichlife â_“ï¸è @ Blackheath  London https://t.co/XxlmNZGKZM
2,426,#happiness is #fireworks night with the boy~ #november #birthdaymonth #batterseaparkfireworksâ€_ https://t.co/Kz6UTn1hTQ
1,426,love #fireworks if only they were all year round.. #datenight #love #happy _Ÿ’_ #blur #fireworksâ€_ https://t.co/rjkRiIqKky
1,426,Pretty fireworks at Battersea Park. #London #fireworks #bonfire @ Battersea Park https://t.co/JqxG39OOHh
2,427,#batterseaparkfireworks2015 @ Battersea Park Fireworks https://t.co/k5CzFLeYFx
1,427,#fireworks at Crystal Palace #London @ The Crystal Palace https://t.co/QgdDrettYm
2,427,Neighbours on fire! #fireworks @ Beckenham  Kent  England https://t.co/1DotpUNXTh
1,428,biggest firework display in the UK gg @ Battersea Park Fireworks https://t.co/pif9X3aDvV
1,428,BOOM. #Fireworks @ Admirals Park https://t.co/Jj5s4Rs0e3
-1,428,Fireworks with @hollyhoo @ Danbury Country Park https://t.co/N0WvxtfXLY
-1,429,Fireworks #fireworks #wtf #bang #diehard #brucewillis #action #londonfields #swegwayâ€_ https://t.co/pProdvVrlq
1,429,Let the show begin #fireworks (at @LeedsCastleUk in Maidstone  Kent) https://t.co/C71gToyMMH https://t.co/4RbRwqc1zk
1,430,London Fields Fireworks #fireworks #londonfields #hackney https://t.co/uDvIjcdwmQ #boy #man #thcâ€_ https://t.co/0c0GKrUtBo
1,431,#fireworks #riverthames #londonliving #fire @ Thames Rowing Club https://t.co/dQTy3xTWd0
2,431,Last night in #lewes #nofilter #bonfire #fireworks #remememberrememberthefifthofnovemberâ€_ https://t.co/3WSTIHB4B0
2,431,love #fireworks if only they were all year round.. #datenight #love #happy _Ÿ’_ #blur #fireworksâ€_ https://t.co/oGlVqjngst
0,432,Advantages of being at the office late - your own view of the fireworks!  #fireworksnight @ Go Up https://t.co/qRhIir0RTq
1,433,London fireworks 2015 @ Victoria Park https://t.co/07Cg7Drbya
2,434,Ampthill fireworks 2015 _Ÿ_† @ Ampthill Fireworks https://t.co/aAHEdG7wd7
1,435,The Grand Finale _Ÿ_†_Ÿ_‡ #fireworks #Kempton #beautiful #love @ Kempton Park Racecourse Fireworks Night https://t.co/dcJyCPseiJ
1,442,#fireworks #bonfirenight @ Lighthouse Inn https://t.co/4cDwdZa5Yz
2,443,#guyfawkesnight #bonfire #fireworks #london #batterseapark @ Battersea Park https://t.co/tWZKs96B24
2,443,Awesome fireworks event tonight for our friends @porscheretail who are sponsoring #fireworksâ€_ https://t.co/j6fjz2Cap5
1,443,Spectacular #fireworks at #BatterseaPark with my boys @hairrehablondon @gavinsandilands bobbyhoggâ€_ https://t.co/wN0Dz7HoyC
2,444,Bonfire night in Victoria Park. #fireworks @ Victoria Park https://t.co/LpEbUgaVVd
1,444,_Ÿ’™_Ÿ˜_ â˜º _Ÿ˜_ _Ÿ_µ _Ÿ_¶ _Ÿ__ _Ÿ_§ _Ÿ__ _Ÿ“· _Ÿ˜_ _ŸŒŸ _Ÿ_‡_Ÿ_† watching fireworks from my Bedroom Windowâ€_ https://t.co/C7r2RlUpzB
1,445,Amazing fireworks at #BatterseaParkFireworks2015 @ Battersea Park https://t.co/VESO0yOc3U
2,445,If only you could see fireworks monochrome style!!! #allypally @ Fireworks Festival Alexandra Palace https://t.co/mjR98PWnua
0,446,All the fireworks for eugie84's birthday! @ Alexandra Palace https://t.co/EduhDovP6q
1,446,Cassiobury fireworks with my one and only _Ÿ’™_Ÿ_† @ Cassiobury Park https://t.co/nhdq50zGnL
0,446,SPARKLES â_êï¸è #fireworks #sparklers #sparkles @ London  United Kingdom https://t.co/YHT9SlgwBy
1,449,_Ÿ’«_Ÿ’« johnson_stevie @ameejade @ Wimbledon Park Fireworks https://t.co/Il94pScxFk
0,449,_Ÿç» waiting for the fireworks to start _Ÿ’¥_Ÿ’¥ (@ Winchester Fireworks) https://t.co/E8Dwzc5xCw
1,450,#fireworks @ Southwark Park https://t.co/JOaJJl4DkT
2,450,Great fireworks last night at Stoke Park with @missestanley #bonfirenight #fireworks #stokeparkâ€_ https://t.co/iDIPOdaVvE
1,450,Slo-mo Fireworks!! #bonfire #fireworks #slowmotion #iphone6splus @ Harold Wood Essex https://t.co/3WD9Jbmgnw
0,451,Oooh fireworks  Oh  fireworks Oh god. Fireworks  #rememberrememberthefifthofnovember
-2,451,Yaaaay #fireworks  _ŸŒ _Ÿ_† @ Victory Park - East Village https://t.co/60tje6PunL
2,452,bet you haven't seen any fireworks in your feed today... _Ÿ™„ (You're welcome! _Ÿ_—) | #bonfirenight @â€_ https://t.co/IwsEPX4Pix
1,453,Feeling the heat. Battersea Park Fireworks 2015. @ Battersea Park https://t.co/jfiHEdOXRh
1,453,Fireworks!! _Ÿ_† @ Woolston Manor Golf & Country Club https://t.co/Dbhjp5WAcC
1,454,Fireworks with the family and besties _Ÿ’¥_Ÿ_† @ Ascot Racecourse https://t.co/HsJH3Z55Lv
2,454,I love fireworks! #bonfirenight #fireworks #londonlife #night #event #smileyface @ Victoria Park https://t.co/Nz2afX6BrX
1,455,Bang Bang #fireworks @ The Hurlingham Club https://t.co/69y2DU4EOs
1,455,Music to fireworks in Wimbledon Park  what a great night! #halo #fireworks #wimbledonparkfireworks @â€_ https://t.co/qEDW7HGHpt
2,456,"#Fireworks. Or   as I like to call them   ""Sky  Sparkles"" @ Fireworks Ealing Cricket Club https://t.co/mn5sFm19ew"
1,458,Fireworks on the terrace.  #LastNight #Fireworks #TheOrangery #Fireworks #KP #Pink #Kensingtonâ€_ https://t.co/gEFlNGtUW7
1,461,Brunel Fireworks 2015_Ÿ_† #magical #uni #brunelfireworks #bonfirenight @â€_ https://t.co/xihTTaLjLI
1,461,Fireworks with the family (missing some of you) at Poynings with a preâ€_ https://t.co/AJYsG4b1Sq
1,461,We âù_ï¸è #fireworks @ Danson Park https://t.co/o3PejtUeVw
2,462,âœ¨ !!!!! Fireworks night is my fav @ Roundwood Park https://t.co/SBIsrqAFkn
1,463,Blackheath fireworks _Ÿ_†_Ÿ˜Å @ Blackheath Common https://t.co/7J5T62lgic
2,465,#fireworksfestival #fireworkshow #fireworks #fullofcolors #upintheair _Ÿ_†_Ÿ_‡_ŸŒŒ @ Fireworks Festivalâ€_ https://t.co/ltcfCebraD
2,465,Fireworks at Alexandra Palace. Yeah boi #fireworks #boom #skyflowers #wife #love #london @ Fireworksâ€_ https://t.co/RYARaFwhf2
1,465,Fireworks at hotelchantellelondon @ Hotel Chantelle London https://t.co/s0J9x0gTpj
-1,468,"Brilliant fireworks! Listen out for my ""whoa  that is amazing!"" Haha #blackheathfireworks @â€_ https://t.co/BkrrgeLTgm"
0,469,ClichÃ© fireworks @ Chipstead Fireworks https://t.co/LTISO9HXD3
2,469,Hms sultan fireworks. Early this year but remember remember the 5th November #fireworks #bonfirenightâ€_ https://t.co/9M0cqFMVY3
1,470,#fireworks at #crystalpalacepark @ The Crystal Palace https://t.co/71v8ZfUBu3
1,470,#fireworks _Ÿ_† #tulleys #Halloween _Ÿ‘» #fog #foggy @ Tulleys Farm https://t.co/zqeGE8dnUN
1,470,Battersea park #fireworks #london @ Battersea Park https://t.co/E9qmELFjxd
-2,470,Fire ... burn!! @ Littlehampton Bonfiire & Fireworks https://t.co/KvDDOspzCT
0,470,Fireworks!!! (@ East Village London w/ @d_sanchezgrant) https://t.co/1XdOdPnvcH
0,470,Remember  remember the 6th (adapted) of November! _Ÿ_†  Hate fireworks butâ€_ https://t.co/PXOLd2pbxh
0,471,Christmas fireworks @ Woking https://t.co/Z3uaz0FgEH
2,471,Had such a lovely evening at Alexandra palace watching the fireworks withâ€_ https://t.co/kXBvk16csL
1,472,#fireworks #diwali @neasdentemple #av #jobdone @ Neasden BAPSâ€_ https://t.co/DupWZmg4gA
0,476,There are no fireworks but plenty of sparklers. @ Blackhorse Workshop https://t.co/0CJXltbUfv
0,477,Pretty fireworks with charrlottepalfreyx _Ÿ’¥âœ¨_Ÿ’– #firstbonfirenighttogetherâ€_ https://t.co/wqwUJiteQ2
-2,479,#TheSaturdayProject the fuse is lit for tonightâ€™s #fireworks @HippodromeKings https://t.co/wAXJZqU9Ie https://t.co/AkAUt27aJy
2,479,Display fireworks on sale! #fireworknight massive range! @ HaroldWoodfireworkshop https://t.co/Nr4pHqe8j3
1,480,#fireworks display in #Blackheath @ Blackheath Common https://t.co/Dplz9vffCW
1,480,Fireworks @ #UKJets vs #UKFins @ Wembley Stadium https://t.co/6mV8S8wfpc
1,481,Ka-boom #allypally #alexandrapalace #fireworks #guyfawkes #bang @ Fireworks Festival Alexandra Palace https://t.co/Lk6LYunWEg
1,482,#bonfire #bonfirenight #batterseapark #fireworks #london @ Battersea Park https://t.co/RJS5OQoUWu
2,482,NYE Fireworks  from #PointHill  Greenwich _Ÿ_† @ Point Hill https://t.co/03paNQ0Ubq
1,483,_Ÿ_‰_Ÿç__Ÿ’¥_ŸŒŒ_Ÿ_†_Ÿ__ @ Epsom Fireworks Display & Funfair https://t.co/bTAwesONb8
1,483,Fireworks!! #cheekyeldorado21hipflask @ Walker Cricket Ground https://t.co/g5Jh3qyl4k
1,483,YES fireworks - give me all the fireworks :D :D  #wimbledonfireworks #wimbledonbonfire #bonfirenightâ€_ https://t.co/PaqtV4amt2
-1,484,05.12.15 âœŒ_Ÿè_ï¸è_Ÿ’«_Ÿ’¥_ŸŒ¸ #fireworks #london #5thnovember @ Hammersmith Bridge https://t.co/DamcK4qmcn
1,485,#bonfire #bonfirenight #batterseapark #fireworks #london @ Battersea Park https://t.co/Qfj3cOTtXS
1,486,Bonfire & Fireworks _Ÿ”¥_Ÿ’¥ @ Smarden https://t.co/loknH6EisH
1,486,_Ÿ’™ _Ÿ˜_ â˜º _Ÿ˜_ _Ÿ_µ _Ÿ_¶ _Ÿ__ _Ÿ_§ _Ÿ__ _Ÿ“· _Ÿ˜_ _ŸŒŸ _Ÿ_‡_Ÿ_† watching fireworks from my Bedroom Windowâ€_ https://t.co/LkeAo9opsd
0,486,Fireworks and only light drizzle :) (@ Stoke Park in Guildford  Surrey) https://t.co/hDgytOxYZF https://t.co/ZPecFxgDts
1,486,Fireworks with music!! _Ÿ‘Œ_Ÿè»_Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè_ #GuyFawkes #batterseaparkfireworksâ€_ https://t.co/uJ2ilRHY9p
1,487,#fireworks #bonfirenight @ Lighthouse Inn https://t.co/NpYg5OTThy
1,487,Fireworks with these lovelies. #fireworks #penniefortheguy #weallneedtopee #lovetheseguys @ Victoriaâ€_ https://t.co/2ZwepYHrWg
-1,487,Happy 4th of July from PrimrosÃ© Hill! _Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ’•_Ÿ’•_Ÿ’•_Ÿ˜__Ÿ˜__Ÿ˜_âù_ï¸èâù_ï¸èâù_ï¸è_Ÿ’¥_Ÿ’¥_Ÿ’¥_Ÿê__Ÿê__Ÿê_ #USAinUK #FIREWORKSâ€_ https://t.co/wI4oSEavHf
-1,489,Daytime Fireworks look amazing. Set them all off NOW! _Ÿ_† @ Shoreditch https://t.co/tan2pwiM0R
2,489,Fireworks! _Ÿ_ƒ_Ÿ’¥ #littlehampton bonfire night @ Littlehampton Sea Front https://t.co/6ZrrcpyjBo
1,489,Pink fireworks _Ÿ’• #bonfirenight @ Battersea Park Fireworks https://t.co/iEaH9gSRP6
-1,491,Fireworks goodnight :) #london #lovelife #fireworks @ London  United Kingdom https://t.co/ASihmeuhht
1,493,#Fireworks already? Just scared the bejesus outa me #Stiffordclays x
0,493,Lovely scenes. @ Wimbledon Park Fireworks https://t.co/5EYkpWPQaP
1,495,Just posted a photo @ Winchester Fireworks https://t.co/khFz4P8Bh8
2,497,Guy Fawkes fireworks _Ÿ_‰ @ Victoria Park https://t.co/Nsftf8Z41V
2,498,#beautiful #fireworks #love #them #barton @ Barton Rovers https://t.co/TJOPS3WMqt
2,498,Family fireworks! #bonfirenight #fireworks #kent #family #weekend #november @ Selling https://t.co/xkvuk9DqSu
0,498,Fireworks âœ¨_Ÿ’«âù_ï¸èâù_ï¸èâù_ï¸èâù_ï¸è @georgiiet @ Fireworks Festival Alexandra Palace https://t.co/oz9645nXwI
1,499,#wireless2015 #drake #fireworks #london #finsburypark @ Finsbury Park https://t.co/rvITSftQug
0,500,Fire Fire!! Work Work!! | London #fireworks #londonâ€_ https://t.co/uTPMk26E7h
-1,500,Waiting for the fireworks #allypally @ Fireworks Festival Alexandra Palace https://t.co/GD2i20GQo2
-1,501,#bonfirenight #fireworks @ Lighthouse Inn https://t.co/53pkaYU6IU
0,501,Ally Pally fireworks for free... @ Fireworks Festival Alexandra Palace https://t.co/ZgOpek7q4E
1,501,Fun at the fireworks! @ New Hall School https://t.co/U4hMnT6l5p
0,502,#fireworks :-D @ Duke's Head Putney https://t.co/ikRI1bNvJQ
2,503,#fullofcolors #upintheair #fireworkshow #fireworks #fireworksfestival #guyfawkesnight @ Fireworksâ€_ https://t.co/YUYMi2vm9Q
0,505,Closing ceremony fireworks #rwcfinal2015 @ Twickenham https://t.co/jA60ZqyvW7
1,505,Unbelievable fireworks display @ Heveningham Hall tonight. @ Heveninghamâ€_ https://t.co/v5VPABfFdn
1,506,#fireworks night #batterseaparkfireworks #matedate nicolettenadimi @ Battersea Park Fireworks https://t.co/i0ZbWRDLHL
1,506,Fireworks display at Hollingbourne Primary school #fireworks #guyfawkes #autumn #hollingbourne @â€_ https://t.co/kywna2zyfj
2,506,That was a great #twickenham game #engvaus but all the #fireworks came from the #wallabies. Have toâ€_ https://t.co/67EPag0QjV
1,508,_Ÿ’™ _Ÿ˜_ â˜º _Ÿ˜_ _Ÿ_µ _Ÿ_¶ _Ÿ__ _Ÿ_§ _Ÿ__ _Ÿ“· _Ÿ˜_ _ŸŒŸ _Ÿ_‡_Ÿ_† watching fireworks from my Bedroom Windowâ€_ https://t.co/EzMKlW3GsN
1,510,Fireworks @ Victoria Park https://t.co/IgD04fWpCs
1,510,Part 2 #fireworks #guyfawkesweekend @ Victoria Park E3 https://t.co/BYz7qkX47d
0,510,What could be better than Mama Mia? Add fireworks. One happy girl. #Mamamia #Abba with #fireworksâ€_ https://t.co/3mf7ygSRZt
1,511,#fireworks @ Epsom Fireworks https://t.co/ZyjvxTXQ5K
1,511,Fireworks n blues - eAst LDN style w @zoepeden and friends https://t.co/7kCPRFoGv2
0,511,Great Fireworks at great prices! 1 day till firework night! Get down and get your fireworks  loads ofâ€_ https://t.co/1sHKGWNWl9
0,512,Slow motion fireworks #fireworks #design @ Victoria Park https://t.co/IJ0lsOncpG
1,513,Brunel Fireworks 2015_Ÿ_† #magical #uni #bonfirenight #brunelfireworks @â€_ https://t.co/bFl45FZjlk
1,513,these two âù£âù£ @ London Fireworks https://t.co/qrDMsCAyZN
1,514,#fireworks last night at #AlexandraPalace @yourallypally @ Fireworks Festival Alexandra Palace https://t.co/48o6ndC4IV
0,514,Fireworks finale #fireworks #sundayfunday #London @ Richmond Athletic Association https://t.co/8GHoTeCaez
2,514,Fireworks last night when I was at the club. #fireworks @ Wasps FC https://t.co/Fu8S8MeiNP
1,514,Fireworks Southwark Park as from Arica Hse #SE16 @ Southwark Park https://t.co/eXpntKVESW
1,515,I had no idea why there's so many fireworks going on now  here in Hatfield. _Ÿ_‡_Ÿ_‡_Ÿ_†_Ÿ_†_Ÿ_‡_Ÿ_†
-1,518,@Royal_Greenwich fireworks are awesome http://t.co/jH8XsGda7f
1,518,Battersea Park Fireworks!!! #fireworks #batterseafireworks #batterseapark @ Battersea Park https://t.co/GuBDzinF5f
1,518,I think someone is a little frightened of the fireworks... #ernest #tortoise #bonfirenight #fireworksâ€_ https://t.co/CFzL15jXHj
2,520,#LASERS !! #AlexandraPalaceFireworks #AllyPally #Fireworks #FireworksFestival @ Fireworks Festivalâ€_ https://t.co/aD8E3yBSnr
-1,522,@RobinKingArtist my cats like to watch fireworks from the other side of the window.
2,522,Amazing night watching the fireworks at Ally Pally @ Fireworks Festival Alexandra Palace https://t.co/c8cSvhvSaY
-1,523,I never get tired of fireworks! #blackheathfireworks @ Blackheath Common https://t.co/sEBmdbNYln
-1,524,#AmorBoatParties #tallships #Fireworks @ Tower Millennium Pier https://t.co/v02m5JNclw
2,524,Fireworks overlooking london_Ÿ˜ç_Ÿ_† -19th @ Fireworks Festival Alexandra Palace https://t.co/Gbe35PBqa9
2,524,Views & fireworks last night _Ÿ’« @ Battersea Park https://t.co/hFO0umAokR
2,526,#batterseaparkfireworks #matedate nicolettenadimi @ Battersea Park Fireworks https://t.co/x6Ey2jj6DE
2,530,Awesome night at fireworks!! #fireworks #night #happy #friends #kidsâ€_ https://t.co/FuiQ9wQ2BE
2,531,#bangerz _Ÿ’¥ @ Battersea Park Fireworks https://t.co/i8ATy430yd
1,531,#fireworks #enableleisure #battersea #wandsworth @ Battersea Park https://t.co/QyXtGeM6xm
1,531,#fireworks #Ravenscourtpark @ Ravenscourt Park https://t.co/j33unj8tqI
1,533,#fireworks #nofilter @ Ravenscourt Park Fireworks https://t.co/7iFPfQWEgZ
-2,533,#tribute #tenaciousd #chiswick #fireworks #wearebutmenROCK! @ Ravenscourt Park Fireworks https://t.co/PfpMxPdtrs
1,534,Fireworks at Wimbledon Park 5/11/10 #fireworks #wimbledonpark #nofilter #instagood #instalikeâ€_ https://t.co/nhO8EFdG7k
1,535,Hey! Its Bonfire night! No wonder!! More fireworks please.... _Ÿ_†_Ÿ_†_Ÿ_†_Ÿ_†_Ÿ_‡
0,536,_Ÿ”¥_Ÿ”¥ #happyhalloween _Ÿ’€_Ÿ’€ @ Littlehampton Bonfiire & Fireworks https://t.co/d9ioQzSd5H
2,536,Last night's brilliant brilliant fireworks at Victoria Park. Happiness is #friends #fireworksâ€_ https://t.co/wPGXQFSKbp
-1,538,Fireworks nightmare and a cup of looking over Portsmouth _ŸŒ§ @ Portsdown Hill https://t.co/LNSscqWZ5f
1,540,Happy GuyFawkes Night! #fireworks #completelylegal #streetparty @â€_ https://t.co/x7Ba4ZJyfd
1,541,#fireworks @ Kingsmeadow Stadium https://t.co/pevNKBXB15
2,541,#guyfawkesnight #fireworksfestival #fireworks #fireworkshow @ Fireworks Festival Alexandra Palace https://t.co/N0dK94LlIs
0,541,âœ¨_Ÿ_†_Ÿ’¥â˜„_Ÿ_‰ #fireworks #knaphill #onlyhalfdecentphotoigot @ Knaphill Firework Display https://t.co/DtnQfyFKj5
1,542,_Ÿ’¥ @ Fireworks Festival Alexandra Palace https://t.co/YzOLXHPfh6
1,542,Like a big kid _Ÿ_¡âù_ï¸è @ LBL Blackheath Fireworks https://t.co/jDRIq2sMTv
1,545,Fireworks #batterseafireworks2015 @ Battersea Park https://t.co/7S7vX3QWJW
0,545,Hope you're all enjoying the fireworks as much as we are!
1,545,One of the many pretty fireworks e.sk chloeashleylewis illicit.nirvana _Ÿ˜ç_Ÿ’__Ÿ’•_Ÿ‘» #halloween #fireworksâ€_ https://t.co/xzvHq7PbCn
1,546,Best ever #fireworks @yourallypally @ Fireworks Festival Alexandra Palace https://t.co/8m7XV4RWPF
0,549,All of the fireworks that look like galaxies #fireworks #fireworksnight #winter @ Peckham https://t.co/ySNKElUYWb
0,550,#fireworks #london #canadawater @ Canada Water https://t.co/vHyJoFC89i
1,551,#ascotraceday fireworks display #nottooshabby @ Ascot Racecourse https://t.co/wO96MTdYIN
-1,551,Fireworks at Alexandra Palace @ Fireworks Festival Alexandra Palace https://t.co/02zKSIJgYj
1,552,Now someone wants to let off fireworks
1,553,#fireworks #nofilter @ Ravenscourt Park Fireworks https://t.co/AypMRvDMjE
1,553,Boom!   #winchbonfire @ Winchester Fireworks https://t.co/4p4yc6RbRB
1,554,A grand night for fireworks @ Eynsford Castle https://t.co/3X2I3AJBXv
-1,554,Made it just in time to eat lots of food and see some of the fireworks ;)  #magic #fireworksâ€_ https://t.co/TxVqwpZoOY
-2,555,#Tulleysfarm #fireworks #finale #Halloween #nov1st @ Tulleys Farm https://t.co/tuzUfVwapD
1,555,QT and fireworks with my favourite. _Ÿ’¥âœ¨_Ÿ’™_Ÿ’™ #familytime #babybrother #fireworks #smiles #love @â€_ https://t.co/kM1RsZPFLC
-1,555,Some backyard bday fireworks   P.S. Taken from my @wileyfox Storm @â€_ https://t.co/Weu4ZNOMvr
1,558,Views @ Fireworks Festival Alexandra Palace https://t.co/Pa0pX7896e
1,559,Bishop's Park fireworks were _Ÿ‘Œ_Ÿè»_Ÿ’¯_Ÿ_‡_Ÿ_†_ŸŒ  @ Bishops Bark https://t.co/8MfTdtnifC
0,561,#fireworks #girlsnight #saturdaynight #london #londoneye #gerkin @â€_ https://t.co/qkzJ5SBerz
1,562,#fireworks #nofilter @ Ravenscourt Park Fireworks https://t.co/l0ppGsWiP7
1,562,#fireworks _Ÿ’¥_Ÿ’¥_Ÿ’¥_Ÿ’¥ @ Table & Tent Speciality Coffee https://t.co/1KnaTCkCni
-1,562,Loving the view over London. @ Fireworks Festival Alexandra Palace https://t.co/UzGjVBrrPH
1,563,#fireworks @ Bridge Tavern  London SE20 https://t.co/Ga6pGYYUQz
1,563,Woking Fireworks Extravaganza_Ÿ‘ªâœ¨ @charlotte93122 @ Woking Park https://t.co/70bxkIspAv
0,565,#bonfire #fireworks #guyfawkes @ Crystal Palace Park London S.E 19 https://t.co/waMcq6Xeca
1,565,#fireworks #bonfirenight #balloons @ Lighthouse Inn https://t.co/9qWm2Mq3DF
2,565,fireworks night_Ÿ’Å @ Battersea Park https://t.co/LbLEtRBvYR
0,568,How's your weekend going? Ours been fine with the fireworks show at Ealing Cricket club. #fireworksâ€_ https://t.co/Y93eWTptNh
-1,570,bluehearts fireworks @ Blueharts Hockey Club https://t.co/VxV6Ndx37m
1,570,Fireworks with both my boys _Ÿ’™ @ The Brentham Club https://t.co/sfRcTGKSSS
-2,571,#Fireworks #Halloween #Friends #iPhone6sPlusCamera #edit _Ÿ_ƒ_Ÿ_†_Ÿ’¥ @ Haynes https://t.co/m7h94sMRBC
2,573,#riverthames #bonfirenight #fireworks #londonliving @ Thames Rowing Club https://t.co/aFzAr0zuLL
0,575,Let the fireworks begin #guyfawkes @ Leytonstone https://t.co/afHpgkAbwu
0,575,Ready for the fireworks! @ Crystal Palace Park. https://t.co/xA90ruu3s4
0,576,CND Shellac Indigo Frock and BRAND NEW LECENTE FIREWORKS GLITTER #cndshellac #fireworks #spark #popâ€_ https://t.co/QXZAXDO7Mr
1,577,Winchester fireworks! (@ River Park) https://t.co/YZVUJXNHTK
2,578,Fireworks night. #Groovy @ Byron Park https://t.co/EOWAt56WGW
2,578,November = Month of fireworks in England _Ÿ‡¬_Ÿ‡§ #GuyFawkes #Fireworks #VictoriaPark #fireworksTH #Londonâ€_ https://t.co/bcSGshuqul
1,579,#blackheath #fireworks @ Blackheath  London https://t.co/gVqjTYtBBm
1,579,I could watch this for days _Ÿ’¥ @ Fireworks Festival Alexandra Palace https://t.co/LYYk4aVIvv
2,580,#fireworkshow #fireworks #fireworksfestival #guyfawkesnight @ Fireworks Festival Alexandra Palace https://t.co/nmv78wquN7
2,580,#guyfawkesnight #remembernovember #thefifthofnovember _Ÿ‡¬_Ÿ‡§_Ÿ‡¬_Ÿ‡§_Ÿ‡¬_Ÿ‡§ @ Southwark Park Fireworks https://t.co/hnZBpUhRtH
0,582,Lasers #80's @ Fireworks Festival Alexandra Palace https://t.co/BisH3m7ME6
2,582,Tonight _ŸŒŒ_Ÿ˜_ #fireworks @ Hoe Road Recreation Ground https://t.co/ioLA8F1Vmc
2,583,I âù_ï¸è fireworks _Ÿç‚âœ¨â˜„_Ÿ_‰_Ÿ___Ÿ_‡_Ÿ_†_ŸŒ _ŸŒŒ
2,584,Amazing #love #fireworks #bonfire @ Fireworks Festival Alexandra Palace https://t.co/SqukHOdNA6
0,586,âœ¨_Ÿ’«_Ÿ’– #fireworks #allypally @ Fireworks Festival Alexandra Palace https://t.co/fyT1pjzWHv
1,589,Ally Pally Lasers @ Fireworks Festival Alexandra Palace https://t.co/GwSqtxjEHi
1,590,BONFIRE! _Ÿ”¥_Ÿ’¥ @ Battersea Park Fireworks https://t.co/5ldydkwjHR
1,591,#amazing #battersea #fireworks #rememberremeberthe5thofnovemberâ€_ https://t.co/uKmwidTalV
1,591,_Ÿ’¥_Ÿ˜ç @ Fireworks Festival Alexandra Palace https://t.co/dGLPsbEOJM
-1,592,Still my favourite place for fireworks night _Ÿ’¥_Ÿ’¥ #alexandrapalaceâ€_ https://t.co/5nD20i7STB
1,594,#cabbiesview #fireworks #funtimeswithfriends @ Fireworks Festival Alexandra Palace https://t.co/uCJMZwK0Wl
